Material Name,CAS Number,Official Name,Odor Family,Odor Description,Atom Counts,Functional Groups,Aromaticity,Heterocyclic,Formulation Compatibility,Molecular Weight,LogP,SMILES,Suppliers
Labdamate,2021-28-5,ethyl 3-phenylpropanoate,Unclassified,,C11 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.18,CCOC(=O)CCc1ccccc1,Fraterworks
Lactojasmone,7011-83-8,5-hexyl-5-methyloxolan-2-one,Unclassified,,C11 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),184.28,3.05,CCCCCCC1(C)CCC(=O)O1,"Fraterworks, MySkinRecipes"
Laevo Menthol,2216-51-5,l-Menthol,Mint (Cold),Top,C10 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),156.27,2.44,CC1CCC(C(C)C)C(O)C1,"Fraterworks, PerfumersWorld"
Laevo Menthone-12-Glycerol Ketal (FEMA 3807),563187-91-7,"[(6S,9R)-9-methyl-6-propan-2-yl-1,4-dioxaspiro[4.5]decan-3-yl]methanol",Unclassified,,C13 O3,"Ketal, Primary Alcohol",Aliphatic,Yes,Standard (Alcohol Compatible),228.33,2.18,CC1CCC(C(C)C)C2(C1)OCC(CO)O2,MySkinRecipes
Laevo Menthyl Lactate (FEMA 3748),59259-38-0,"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] (2R)-2-hydroxypropanoate",Unclassified,,C13 O3,"Ester, Secondary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),228.33,2.37,CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,MySkinRecipes
Lauric Acid,143-7-7,lauric acid,Unclassified,,C12 O2,Carboxylic Acid,Aliphatic,No,Standard (Alcohol Compatible),200.32,3.99,CCCCCCCCCCCC(=O)O,PerfumersWorld
Lemon Terpenes,84929-31-7,"N-[[4-(3H-indol-5-yl)phenyl]methyl]-N-(3-prop-1-enylphenyl)cyclohexanecarboxamide;N-[[4-(2-methyl-1,3-benzoxazol-6-yl)phenyl]methyl]-N-(3-prop-1-enylphenyl)cyclohexanecarboxamide;methyl 3-[3-[cyclohexanecarbonyl-[[4-(2,3-dihydro-1,4-benzodioxin-6-yl)phenyl]methyl]amino]phenyl]prop-2-enoate;methyl 3-[3-[cyclohexanecarbonyl-[[4-(3,4-dihydro-2H-1,4-benzothiazin-7-yl)phenyl]methyl]amino]phenyl]prop-2-enoate;methyl 3-[3-[cyclohexanecarbonyl-[[4-(3,4-dihydro-2H-1,4-benzoxazin-7-yl)phenyl]methyl]amino]phenyl]prop-2-enoate;methyl 3-[3-[cyclohexanecarbonyl-[[4-(1,1-dioxo-3,4-dihydro-2H-1lambda6,4-benzothiazin-7-yl)phenyl]methyl]amino]phenyl]prop-2-enoate;methyl 3-[3-[cyclohexanecarbonyl-[(4-quinoxalin-6-ylphenyl)methyl]amino]phenyl]prop-2-enoate",Unclassified,,C222 O23 N14 S2,"Amine, Ester, Ether, Pyrazine","Aromatic (Benzene), Aromatic (Heterocycle)",Yes,Lipophilic (Oil/Wax Compatible),3526.49,48.21,CC=Cc1cccc(N(Cc2ccc(-c3ccc4c(c3)CC=N4)cc2)C(=O)C2CCCCC2)c1.CC=Cc1cccc(N(Cc2ccc(-c3ccc4nc(C)oc4c3)cc2)C(=O)C2CCCCC2)c1.COC(=O)C=Cc1cccc(N(Cc2ccc(-c3ccc4c(c3)OCCN4)cc2)C(=O)C2CCCCC2)c1.COC(=O)C=Cc1cccc(N(Cc2ccc(-c3ccc4c(c3)OCCO4)cc2)C(=O)C2CCCCC2)c1.COC(=O)C=Cc1cccc(N(Cc2ccc(-c3ccc4c(c3)S(=O)(=O)CCN4)cc2)C(=O)C2CCCCC2)c1.COC(=O)C=Cc1cccc(N(Cc2ccc(-c3ccc4c(c3)SCCN4)cc2)C(=O)C2CCCCC2)c1.COC(=O)C=Cc1cccc(N(Cc2ccc(-c3ccc4nccnc4c3)cc2)C(=O)C2CCCCC2)c1,Fraterworks
Lemonile,61792-11-8,"3,7-Dimethylnona-2,6-dienenitrile",Unclassified,,C11 N1,Nitrile,Aliphatic,No,Standard (Alcohol Compatible),163.26,3.59,CCC(C)=CCCC(C)=CC#N,"Fraterworks, MySkinRecipes, PerfumersWorld"
Levulinic Acid,123-76-2,4-oxopentanoic acid,Unclassified,,C5 O3,"Carboxylic Acid, Ketone",Aliphatic,No,Hydrophilic (Water Compatible),116.12,0.44,CC(=O)CCC(=O)O,"Fraterworks, MySkinRecipes"
Liffarome,67633-96-9,(3Z)-Hex-3-en-1-yl methyl carbonate,Unclassified,,C8 O3,Ester,Aliphatic,No,Standard (Alcohol Compatible),158.2,2.13,CCC=CCCOC(=O)OC,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Lilial,80-54-6,Lilial,Unclassified,,C14 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),204.31,3.36,CC(C=O)Cc1ccc(C(C)(C)C)cc1,"Fraterworks, PerfumersWorld"
Lilyflore®,285977-85-7,"2,3-Dihydro-2,5-dimethyl-1H-indene-2-methanol",Unclassified,,C12 O1,Primary Alcohol,Aromatic (Benzene),No,Standard (Alcohol Compatible),176.26,2.09,Cc1ccc2c(c1)CC(C)(CO)C2,"Fraterworks, SimpleScentsDIY"
Lime Oxide (Limetol),7392-19-0,LIMETOL,Unclassified,,C10 O1,Ether,Aliphatic,Yes,Standard (Alcohol Compatible),154.25,2.91,C=CC1(C)CCCC(C)(C)O1,MySkinRecipes
Linalool,78-70-6,Linalool,Aldehydic (Complex),Base,C10 O1,Tertiary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.67,C=CC(C)(O)CCC=C(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Linalool Oxide,1365-19-1,,Unclassified,,C10 O2,"Ether, Tertiary Alcohol",Aliphatic,Yes,Standard (Alcohol Compatible),170.25,1.88,C=CC1(C)CCC(C(C)(C)O)O1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Linalyl Acetate,115-95-7,LINALYL ACETATE,Citrus (Bergamot),Top,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),196.29,3.24,C=CC(C)(CCC=C(C)C)OC(C)=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Linalyl Cinnamate,78-37-5,"3,7-dimethylocta-1,6-dien-3-yl (E)-3-phenylprop-2-enoate",Unclassified,,C19 O2,Ester,Aromatic (Benzene),No,Lipophilic (Oil/Wax Compatible),284.4,4.93,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,Fraterworks
Linalyl Formate,115-99-1,"3,7-dimethylocta-1,6-dien-3-yl formate",Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),182.26,2.85,C=CC(C)(CCC=C(C)C)OC=O,Fraterworks
Linalyl Propionate,144-39-8,Linalyl propionate,Unclassified,,C13 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),210.32,3.63,C=CC(C)(CCC=C(C)C)OC(=O)CC,"Fraterworks, MySkinRecipes, PerfumersWorld"
Longifolene,475-20-7,,Woods (Agarwood),Base,C15,Hydrocarbon / Other,Aliphatic,No,Lipophilic (Oil/Wax Compatible),204.36,4.42,C=C1C2CCC3C2C(C)(C)CCCC13C,MySkinRecipes
Lyral,31906-4-4,4-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,Unclassified,,C13 O2,"Aldehyde, Tertiary Alcohol",Aliphatic,No,Standard (Alcohol Compatible),210.32,2.85,CC(C)(O)CCCC1=CCC(C=O)CC1,"Fraterworks, PerfumersWorld"
Maceal,67845-30-1,"Bicyclo[2.2.2]oct-5-ene-2-carboxaldehyde, 6-methyl-8-(1-methylethyl)-",Unclassified,,C13 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.06,CC1=CC2CC(C=O)C1CC2C(C)C,PerfumersWorld
Macrolide,105-95-3,Ethylene brassylate,Unclassified,,C15 O4,"Lactone, Macrocyclic Musk",Aliphatic,Yes,Standard (Alcohol Compatible),270.37,3.38,O=C1CCCCCCCCCCCC(=O)OCCO1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Madranol,60241-53-4,"3-methyl-4-(2,2,6-trimethylcyclohexyl)butan-2-ol",Unclassified,,C14 O1,Secondary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),212.38,3.86,CC(O)C(C)CC1C(C)CCCC1(C)C,Fraterworks
Magnolan,27606-9-3,Magnolan,Unclassified,,C13 O2,Acetal,Aromatic (Benzene),Yes,Standard (Alcohol Compatible),204.27,2.68,CC1OC(C)C2Cc3ccccc3C2O1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Majantol,103694-68-4,Majantol,Unclassified,,C12 O1,Primary Alcohol,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.27,2.56,Cc1cccc(CC(C)(C)CO)c1,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Maltol,118-71-8,MALTOL,Unclassified,,C6 O3,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Hydrophilic (Water Compatible),126.11,0.65,Cc1occc(=O)c1O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Maltyl Isobutyrate,65416-14-0,(2-methyl-4-oxopyran-3-yl) 2-methylpropanoate,Unclassified,,C10 O4,Ester,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),196.2,1.51,Cc1occc(=O)c1OC(=O)C(C)C,"Fraterworks, MySkinRecipes"
Mandarine Undecenal (FEMA 3094),143-14-6,(E)-undec-9-enal,Unclassified,,C11 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),168.28,3.49,CC=CCCCCCCCC=O,MySkinRecipes
Manzanate,39255-32-8,Ethyl 2-methylpentanoate,Unclassified,,C8 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),144.21,1.99,CCCC(C)C(=O)OCC,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Maple Lactone,698-10-2,,Unclassified,,C7 O3,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),142.15,1.15,CCC1OC(=O)C(O)=C1C,PerfumersWorld
Maple Lactone,80-71-7,Cyclotene,Unclassified,,C6 O2,Ketone,Aliphatic,No,Standard (Alcohol Compatible),112.13,1.18,CC1=C(O)C(=O)CC1,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Marine Hexane (Ozofleur),181258-87-7,1-ethoxy-4-(2-methylbutan-2-yl)cyclohexane,Unclassified,,C13 O1,Ether,Aliphatic,No,Lipophilic (Oil/Wax Compatible),198.35,4.02,CCOC1CCC(C(C)(C)CC)CC1,MySkinRecipes
Maritima,38462-23-6,"4-(4,8-dimethylnona-3,7-dienyl)pyridine",Unclassified,,C16 N1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Lipophilic (Oil/Wax Compatible),229.37,4.71,CC(C)=CCCC(C)=CCCc1ccncc1,Fraterworks
Mayol,13828-37-0,p-MENTHAN-7-OL,Woods (Rot),Base,C10 O1,Primary Alcohol,Aliphatic,No,Standard (Alcohol Compatible),156.27,2.44,CC(C)C1CCC(CO)CC1,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Mefranal,55066-49-4,3-methyl-5-phenylpentanal,Unclassified,,C12 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),176.26,2.84,CC(CC=O)CCc1ccccc1,"Fraterworks, MySkinRecipes"
Melafleur,68991-97-9,"8,8-dimethyl-2,3,4,5,6,7-hexahydro-1H-naphthalene-2-carbaldehyde",Unclassified,,C13 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.49,CC1(C)CCCC2=C1CC(C=O)CC2,"Fraterworks, MySkinRecipes"
Melonal,106-72-9,"2,6-Dimethyl-5-heptenal",Fruit (Melon),Top,C9 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),140.23,2.57,CC(C)=CCCC(C)C=O,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Melozone®,30772-79-3,"tricyclo[5.2.1.02,6]decane-3-carbaldehyde",Unclassified,,C11 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),164.25,2.26,O=CC1CCC2C3CCC(C3)C12,Fraterworks
Menthone,89-80-5,MENTHONE,Unclassified,,C10 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),154.25,2.65,CC1CCC(C(C)C)C(=O)C1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Menthyl Acetate,89-48-5,,Unclassified,,C12 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),198.31,3.01,CC(=O)OC1CC(C)CCC1C(C)C,"MySkinRecipes, PerfumersWorld"
Mesifuran,4077-47-8,"4-methoxy-2,5-dimethylfuran-3-one",Unclassified,,C7 O3,"Ether, Ketone",Aliphatic,Yes,Hydrophilic (Water Compatible),142.15,0.85,COC1=C(C)OC(C)C1=O,"Fraterworks, MySkinRecipes"
Metal Oxazole,38303-23-0,"4,5,6,7,8,9,10,11,12,13-decahydrocyclododeca[d][1,3]oxazole",Unclassified,,C13 O1 N1,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),207.32,3.89,c1nc2c(o1)CCCCCCCCCC2,Fraterworks
Methional (FEMA 2747),3268-49-3,3-methylsulfanylpropanal,Unclassified,,C4 O1 S1,Aldehyde,Aliphatic,No,Hydrophilic (Water Compatible),104.17,0.94,CSCCC=O,MySkinRecipes
Methyl 2-4-Tert Butylphenylacetate (FEMA 2690),3549-23-3,methyl 2-(4-tert-butylphenyl)acetate,Unclassified,,C13 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),206.28,2.7,COC(=O)Cc1ccc(C(C)(C)C)cc1,MySkinRecipes
Methyl 2-Methyl Butyrate,868-57-5,methyl 2-methylbutanoate,Unclassified,,C6 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),116.16,1.21,CCC(C)C(=O)OC,"Fraterworks, MySkinRecipes"
Methyl 2-Methyl-3-Furyl Disulfide (FEMA 3573),65505-17-1,2-methyl-3-(methyldisulfanyl)furan,Unclassified,,C6 O1 S2,Hydrocarbon / Other,Aromatic (Heterocycle),Yes,Standard (Alcohol Compatible),160.26,2.96,CSSc1ccoc1C,MySkinRecipes
Methyl 3-Methylthiopropionate (FEMA 2720),13532-18-8,methyl 3-methylsulfanylpropanoate,Unclassified,,C5 O2 S1,Ester,Aliphatic,No,Hydrophilic (Water Compatible),134.2,0.91,COC(=O)CCSC,MySkinRecipes
Methyl Acetate (FEMA 2676),79-20-9,methyl acetate,Unclassified,,C3 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),74.08,0.18,COC(C)=O,MySkinRecipes
Methyl Allyl Sulfide,10152-76-8,3-methylsulfanylprop-1-ene,Unclassified,,C4 S1,Allyl,Aliphatic,No,Standard (Alcohol Compatible),88.17,1.54,C=CCSC,MySkinRecipes
Methyl Amyl Ketone,110-43-0,2-HEPTANONE,Unclassified,,C7 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),114.19,2.16,CCCCCC(C)=O,PerfumersWorld
Methyl Anthranilate,134-20-3,METHYL ANTHRANILATE,Floral (Orange Bl.),Heart-Top,C8 O2 N1,"Amine, Ester",Aromatic (Benzene),No,Standard (Alcohol Compatible),151.16,1.06,COC(=O)c1ccccc1N,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Methyl Benzoate,93-58-3,METHYL BENZOATE,Unclassified,,C8 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),136.15,1.47,COC(=O)c1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Methyl Butyrate,623-42-7,methyl butanoate,Unclassified,,C5 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),102.13,0.96,CCCC(=O)OC,"Fraterworks, MySkinRecipes"
Methyl Caprate,110-42-9,methyl decanoate,Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),186.29,3.3,CCCCCCCCCC(=O)OC,MySkinRecipes
Methyl Chavicol,140-67-0,Estragole,Floral (Ylang),Heart,C10 O1,"Allyl, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),148.2,2.42,C=CCc1ccc(OC)cc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Methyl Cinnamate,103-26-4,Methyl cinnamate,Unclassified,,C10 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),162.19,1.87,COC(=O)C=Cc1ccccc1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Methyl Cyclogeranate,28043-10-9,"methyl 2,6,6-trimethylcyclohex-2-ene-1-carboxylate",Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),182.26,2.54,COC(=O)C1C(C)=CCCC1(C)C,Fraterworks
Methyl Diantilis,5595-79-9,2-ethoxy-4-(methoxymethyl)phenol,Unclassified,,C10 O3,"Ether, Phenol",Aromatic (Benzene),No,Standard (Alcohol Compatible),182.22,1.94,CCOc1cc(COC)ccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Methyl Eugenol,93-15-2,Methyl eugenol,Floral (Ylang),Heart,C11 O2,"Allyl, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.43,C=CCc1ccc(OC)c(OC)c1,"MySkinRecipes, PerfumersWorld"
Methyl Heptanoate (FEMA 2705),106-73-0,methyl heptanoate,Unclassified,,C8 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),144.21,2.13,CCCCCCC(=O)OC,MySkinRecipes
Methyl Heptenone,110-93-0,6-methylhept-5-en-2-one,Unclassified,,C8 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),126.2,2.32,CC(=O)CCC=C(C)C,"Fraterworks, MySkinRecipes"
Methyl Heptine Carbonate,111-12-6,methyl oct-2-ynoate,Unclassified,,C9 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),154.21,1.74,CCCCCC#CC(=O)OC,"Fraterworks, MySkinRecipes"
Methyl Heptyl Ketone (FEMA 2785),821-55-6,nonan-2-one,Unclassified,,C9 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),142.24,2.94,CCCCCCCC(C)=O,MySkinRecipes
Methyl Hexanoate (FEMA 2708),106-70-7,methyl hexanoate,Unclassified,,C7 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),130.19,1.74,CCCCCC(=O)OC,MySkinRecipes
Methyl Hexyl Ketone,111-13-7,2-OCTANONE,Unclassified,,C8 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),128.21,2.55,CCCCCCC(C)=O,"MySkinRecipes, PerfumersWorld"
Methyl Ionone Pure,127-51-5,"3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one",Floral (Violet),Heart,C14 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),206.33,3.9,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,"Fraterworks, PerfumersWorld, SimpleScentsDIY"
Methyl Isobutyrate,547-63-7,methyl 2-methylpropanoate,Unclassified,,C5 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),102.13,0.82,COC(=O)C(C)C,"Fraterworks, MySkinRecipes"
Methyl Isoeugenol,93-16-3,Methylisoeugenol,Unclassified,,C11 O2,Ether,Aromatic (Benzene),No,Standard (Alcohol Compatible),178.23,2.74,CC=Cc1ccc(OC)c(OC)c1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Methyl Isovalerate,556-24-1,methyl 3-methylbutanoate,Unclassified,,C6 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),116.16,1.21,COC(=O)CC(C)C,MySkinRecipes
Methyl Laitone 10%,94201-19-1,8-METHYL-1-OXASPIRO[4.5]DECAN-2-ONE,Unclassified,,C10 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),168.24,2.27,CC1CCC2(CCC(=O)O2)CC1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Methyl Linoleate,112-63-0,"methyl (9Z,12Z)-octadeca-9,12-dienoate",Unclassified,,C19 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),294.48,5.97,CCCCCC=CCC=CCCCCCCCC(=O)OC,Fraterworks
Methyl Myristate,124-10-7,methyl tetradecanoate,Unclassified,,C15 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),242.4,4.86,CCCCCCCCCCCCCC(=O)OC,"Fraterworks, MySkinRecipes"
Methyl Nicotinate,93-60-7,methyl pyridine-3-carboxylate,Unclassified,,C7 O2 N1,Ester,Aromatic (Heterocycle),Yes,Hydrophilic (Water Compatible),137.14,0.87,COC(=O)c1cccnc1,Fraterworks
Methyl Nonyl Ketone,112-12-9,2-Undecanone,Unclassified,,C11 O1,Ketone,Aliphatic,No,Standard (Alcohol Compatible),170.3,3.72,CCCCCCCCCC(C)=O,"Fraterworks, PerfumersWorld"
Methyl Octanoate Methyl Caprylate (FEMA 2728),111-11-5,methyl octanoate,Unclassified,,C9 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),158.24,2.52,CCCCCCCC(=O)OC,MySkinRecipes
Methyl Octine Carbonate,111-80-8,Methyl 2-nonynoate,Unclassified,,C10 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),168.24,2.13,CCCCCCC#CC(=O)OC,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Methyl Palmitate,112-39-0,methyl hexadecanoate,Unclassified,,C17 O2,Ester,Aliphatic,No,Lipophilic (Oil/Wax Compatible),270.46,5.64,CCCCCCCCCCCCCCCC(=O)OC,"Fraterworks, MySkinRecipes"
Methyl Phenyl Acetate,101-41-7,methyl 2-phenylacetate,Unclassified,,C9 O2,Ester,Aromatic (Benzene),No,Standard (Alcohol Compatible),150.18,1.4,COC(=O)Cc1ccccc1,"Fraterworks, MySkinRecipes"
Methyl Propionate,554-12-1,methyl propanoate,Unclassified,,C4 O2,Ester,Aliphatic,No,Hydrophilic (Water Compatible),88.11,0.57,CCC(=O)OC,Fraterworks
Methyl propyl disulfide (FEMA 3201),2179-60-4,1-(methyldisulfanyl)propane,Unclassified,,C4 S2,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),122.26,2.41,CCCSSC,MySkinRecipes
Methyl Salicylate,119-36-8,methyl salicylate,Facet (Wintergreen),Top,C8 O3,Salicylate,Aromatic (Benzene),No,Standard (Alcohol Compatible),152.15,1.18,COC(=O)c1ccccc1O,"Fraterworks, MySkinRecipes, PerfumersWorld"
Methyl thiobutyrate (FEMA 3310),2432-51-1,S-methyl butanethioate,Unclassified,,C5 O1 S1,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),118.2,1.68,CCCC(=O)SC,MySkinRecipes
Methyl Tuberate,33673-62-0,4-methyl-5-pentyloxolan-2-one,Unclassified,,C10 O2,Lactone,Aliphatic,Yes,Standard (Alcohol Compatible),170.25,2.52,CCCCCC1OC(=O)CC1C,Fraterworks
Methylbutyraldehyde 1% in PG,96-17-3,2-methylbutanal,Unclassified,,C5 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),86.13,1.23,CCC(C)C=O,MySkinRecipes
Milk Lactone,72881-27-7,(E)-dec-2-enoic acid,Unclassified,,C10 O2,Carboxylic Acid,Aliphatic,No,Standard (Alcohol Compatible),170.25,2.99,CCCCCCCC=CC(=O)O,"Fraterworks, MySkinRecipes"
Mimosal™,1226911-69-8,(E)-4-methyl-5-(4-methylphenyl)pent-4-enal,Unclassified,,C13 O1,Aldehyde,Aromatic (Benzene),No,Standard (Alcohol Compatible),188.27,3.38,CC(=Cc1ccc(C)cc1)CCC=O,Fraterworks
Mintonat,67859-96-5,"(3,3,5-trimethylcyclohexyl) acetate",Unclassified,,C11 O2,Ester,Aliphatic,No,Standard (Alcohol Compatible),184.28,2.76,CC(=O)OC1CC(C)CC(C)(C)C1,Fraterworks
Monomenthyl Succinate Menthyl Succinate (FEMA 3810),77341-67-4,"4-[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl]oxy-4-oxobutanoic acid",Unclassified,,C14 O4,"Carboxylic Acid, Ester",Aliphatic,No,Standard (Alcohol Compatible),256.34,2.86,CC1CCC(C(C)C)C(OC(=O)CCC(=O)O)C1,MySkinRecipes
Muguet Aldehyde,7492-67-3,"2-(3,7-dimethyloct-6-enoxy)acetaldehyde",Unclassified,,C12 O2,"Aldehyde, Ether",Aliphatic,No,Standard (Alcohol Compatible),198.31,2.97,CC(C)=CCCC(C)CCOCC=O,"Fraterworks, MySkinRecipes"
Muguet Butanol (Muguesia),56836-93-2,3-methyl-4-phenylbutan-2-ol,Unclassified,,C11 O1,Secondary Alcohol,Aromatic (Benzene),No,Standard (Alcohol Compatible),164.25,2.25,CC(O)C(C)Cc1ccccc1,MySkinRecipes
Muguissimo™,1449104-34-0,"(E)-5-cyclohexyl-2,4-dimethylpent-4-enal",Unclassified,,C13 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),194.32,3.74,CC(=CC1CCCCC1)CC(C)C=O,Fraterworks
Muscenone,82356-51-2,METHYLCYCLOPENTADECENONE,Unclassified,,C16 O1,"Ketone, Macrocyclic Musk",Aliphatic,No,Lipophilic (Oil/Wax Compatible),236.4,5.2,CC1=CCCCCCCCCCCCCC1=O,"Fraterworks, MySkinRecipes, SimpleScentsDIY"
Muscone,541-91-3,3-Methylcyclopentadecanone,Unclassified,,C16 O1,"Ketone, Macrocyclic Musk",Aliphatic,No,Lipophilic (Oil/Wax Compatible),238.41,5.28,CC1CCCCCCCCCCCCC(=O)C1,"Fraterworks, MySkinRecipes, PerfumersWorld, SimpleScentsDIY"
Musk Ambrette,83-66-9,"1-tert-butyl-2-methoxy-4-methyl-3,5-dinitrobenzene",Unclassified,,C12 O5 N2,"Amine, Ether",Aromatic (Benzene),No,Standard (Alcohol Compatible),268.27,3.12,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],"Fraterworks, MySkinRecipes"
Musk Ketone,81-14-1,MUSK KETONE,Amber (Rich),Base,C14 O5 N2,"Amine, Ketone",Aromatic (Benzene),No,Standard (Alcohol Compatible),294.31,3.62,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,"Fraterworks, MySkinRecipes, PerfumersWorld"
Musk R1,3391-83-1,"1,7-dioxacycloheptadecan-8-one",Unclassified,,C15 O3,"Ether, Lactone, Macrocyclic Musk",Aliphatic,Yes,Standard (Alcohol Compatible),256.39,3.85,O=C1CCCCCCCCCOCCCCCO1,Fraterworks
Musk Xylol,81-15-2,"1-tert-butyl-3,5-dimethyl-2,4,6-trinitrobenzene",Unclassified,,C12 O6 N3,Amine,Aromatic (Benzene),No,Standard (Alcohol Compatible),297.27,3.33,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],"Fraterworks, MySkinRecipes"
Myrac Aldehyde,6048-83-5,,Unclassified,,C13 O1,Aldehyde,Aliphatic,No,Standard (Alcohol Compatible),192.3,3.66,CC(C)=CCCC1=CCC(C=O)CC1,"Fraterworks, MySkinRecipes, PerfumersWorld"
Myrcene,123-35-3,MYRCENE,Unclassified,,C10,Hydrocarbon / Other,Aliphatic,No,Standard (Alcohol Compatible),136.24,3.48,C=CC(=C)CCC=C(C)C,"Fraterworks, MySkinRecipes, PerfumersWorld"
