SKU,Material Name,CAS Number,Official Name,Odor Family,Odor Description,Atom Counts,Functional Groups,Aromaticity,Heterocyclic,Estimated Note (Volatility),Formulation Compatibility,Molecular Weight,LogP,SMILES
3OH00037,Amyl Salicylate from PerfumersWorld,2050-08-0,Amyl salicylate,Green (Herbal),Heart,C12 O3,Salicylate,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),208.26,2.74,CCCCCOC(=O)C1=CC=CC=C1O
4FD06346,Amyl Valerate from PerfumersWorld,2173-56-0,Pentyl valerate,Fruity,No description available,C10 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),172.27,2.91,CCCCCOC(=O)CCCC
8F3094005337,Anethol from SimpleScentsDIY,4180-23-8,ANETHOLE,Anise,No description available,C10 O1,Ether,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),148.2,2.73,CC=CC1=CC=C(C=C1)OC
4SB00038,Anethole from PerfumersWorld,104-46-1,ANETHOLE,Anise,No description available,C10 O1,Ether,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),148.2,2.73,CC=CC1=CC=C(C=C1)OC
3NV00040,Anisaldehyde from PerfumersWorld,123-11-5,4-Methoxybenzaldehyde,Aldehydic (Complex),Heart,C8 O2,"Aldehyde, Ether",Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),136.15,1.51,COC1=CC=C(C=C1)C=O
8F3094004198,Anisaldehyde from SimpleScentsDIY,123-11-5,4-Methoxybenzaldehyde,Aldehydic (Complex),Base,C8 O2,"Aldehyde, Ether",Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),136.15,1.51,COC1=CC=C(C=C1)C=O
3LN00043,Anisyl Acetate from PerfumersWorld,104-21-2,4-Methoxybenzyl acetate,Floral (Powder),No description available,C10 O3,"Ester, Ether",Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),180.2,1.76,CC(=O)OCC1=CC=C(C=C1)OC
3NL00044,Anisyl Alcohol from PerfumersWorld,105-13-5,4-METHOXYBENZYL ALCOHOL,Floral (Powder),No description available,C8 O2,"Ether, Primary Alcohol",Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),138.17,1.19,COC1=CC=C(C=C1)CO
3FD06779,Apritone from PerfumersWorld,68133-79-9,"2-(3,7-Dimethyl-2,6-octadienyl)cyclopentanone",Fruity,No description available,C15 O1,Ketone,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),220.36,4.44,CC(=CCCC(=CCC1CCCC1=O)C)C
5NC12180,Aurantiol (Methyl Anthranilate Schiffs Base) 50% in DPG from PerfumersWorld,89-43-0,Aurantiol,Floral (Heavy),Base,C18 O3 N1,"Ester, Tertiary Alcohol",Aromatic (Benzene),No,Base Note,Lipophilic (Oil/Wax Compatible),305.42,4.14,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC
2NC00409,Aurantiol - Methyl Anthranilate Schiffs Base from PerfumersWorld,89-43-0,Aurantiol,Floral (Heavy),Base,C18 O3 N1,"Ester, Tertiary Alcohol",Aromatic (Benzene),No,Base Note,Lipophilic (Oil/Wax Compatible),305.42,4.14,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC
4WB16858,Azarbre from PerfumersWorld,1754-00-3,Isocitral,Unclassified,No description available,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),152.24,2.88,CC(=CCC=C(C)CC=O)C
8F3094001772,Azarbre from SimpleScentsDIY,68845-36-3,Diethyldimethylcyclohex-2-en-1-one,Woods,No description available,C12 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),180.29,3.35,CCC1C(CC(=O)C(=C1CC)C)C
4WR00045,Bacdanol from PerfumersWorld,28219-61-6,Sandela,Woods,No description available,C14 O1,Primary Alcohol,Aliphatic,No,Base Note,Standard (Alcohol Compatible),208.34,3.7,CCC(=CCC1CC=C(C1(C)C)C)CO
8F3094001773,Bacdanol from SimpleScentsDIY,28219-61-6,Sandela,Woods,No description available,C14 O1,Primary Alcohol,Aliphatic,No,Base Note,Standard (Alcohol Compatible),208.34,3.7,CCC(=CCC1CC=C(C1(C)C)C)CO
5FN07794,Benzaldehyde 10% in DPG from PerfumersWorld,100-52-7,benzaldehyde,Woods (Agarwood),Base,C7 O1,Aldehyde,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),106.12,1.5,C1=CC=C(C=C1)C=O
4FN00049,Benzaldehyde from PerfumersWorld,100-52-7,benzaldehyde,Woods (Agarwood),Top,C7 O1,Aldehyde,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),106.12,1.5,C1=CC=C(C=C1)C=O
8F3094001640,Benzaldehyde from SimpleScentsDIY,100-52-7,benzaldehyde,Woods (Agarwood),Base,C7 O1,Aldehyde,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),106.12,1.5,C1=CC=C(C=C1)C=O
5RP09245,Benzophenone 10% in DPG from PerfumersWorld,119-61-9,BENZOPHENONE,Balsamic (Sweet),No description available,C13 O1,Ketone,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),182.22,2.92,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
1RP00051,Benzophenone from PerfumersWorld,119-61-9,BENZOPHENONE,Balsamic (Sweet),No description available,C13 O1,Ketone,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),182.22,2.92,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
3JF00052,Benzyl Acetate from PerfumersWorld,140-11-4,BENZYL ACETATE,Floral (Jasmine),Top-Heart,C9 O2,Ester,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),150.18,1.75,CC(=O)OCC1=CC=CC=C1
8F3094001432,Benzyl Acetate from SimpleScentsDIY,140-11-4,BENZYL ACETATE,Floral (Jasmine),Top-Heart,C9 O2,Ester,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),150.18,1.75,CC(=O)OCC1=CC=CC=C1
8F3094001690,Benzyl Benzoate from SimpleScentsDIY,120-51-4,BENZYL BENZOATE,Aldehydic (Complex),Base,C14 O2,Ester,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),212.25,3.04,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
4JD00055,Benzyl Butyrate from PerfumersWorld,103-37-7,Benzyl butyrate,Fruity,No description available,C11 O2,Ester,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),178.23,2.53,CCCC(=O)OCC1=CC=CC=C1
5SQ12479,Benzyl Cinnamate 10% in DPG from PerfumersWorld,103-41-3,BENZYL CINNAMATE,Woods (Agarwood),Base,C16 O2,Ester,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),238.29,3.44,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
2SQ00056,Benzyl Cinnamate from PerfumersWorld,103-41-3,BENZYL CINNAMATE,Woods (Agarwood),Base,C16 O2,Ester,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),238.29,3.44,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
4JW00057,Benzyl Formate from PerfumersWorld,104-57-4,Benzyl formate,Floral,No description available,C8 O2,Ester,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),136.15,1.36,C1=CC=C(C=C1)COC=O
5SP12480,Benzyl Isoeugenol 10% in DPG from PerfumersWorld,120-11-6,Benzyl isoeugenol,Spicy,No description available,C17 O2,Ether,Aromatic (Benzene),No,Base Note,Lipophilic (Oil/Wax Compatible),254.33,4.31,CC=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC
1SP00058,Benzyl Isoeugenol from PerfumersWorld,120-11-6,Benzyl isoeugenol,Spicy,No description available,C17 O2,Ether,Aromatic (Benzene),No,Base Note,Lipophilic (Oil/Wax Compatible),254.33,4.31,CC=CC1=CC(=C(C=C1)OCC2=CC=CC=C2)OC
3JF00059,Benzyl Propionate from PerfumersWorld,122-63-4,BENZYL PROPIONATE,Fruity,No description available,C10 O2,Ester,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),164.2,2.14,CCC(=O)OCC1=CC=CC=C1
3ON00060,Benzyl Salicylate from PerfumersWorld,118-58-1,BENZYL SALICYLATE,Aldehydic (Complex),Blender,C14 O3,Salicylate,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),228.25,2.75,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O
8F3094001300,Benzyl Salicylate from SimpleScentsDIY,118-58-1,BENZYL SALICYLATE,Aldehydic (Complex),Base,C14 O3,Salicylate,Aromatic (Benzene),No,Base Note,Standard (Alcohol Compatible),228.25,2.75,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O
3FG19149,Berry Hexanoate (BerryFlor) from PerfumersWorld,104986-28-9,Ethyl 6-acetoxyhexanoate,Fruity,No description available,C10 O4,Ester,Aliphatic,No,Base Note,Standard (Alcohol Compatible),202.25,1.67,CCOC(=O)CCCCCOC(=O)C
3WS00089,Beta Caryophyllene from PerfumersWorld,87-44-5,BETA-CARYOPHYLLENE,Woods (Pepper),Heart-Base,C15,Hydrocarbon / Other,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),204.36,4.73,CC1=CCCC(=C)C2CC(C2CC1)(C)C
8F3094001645,Beta Caryophyllene from SimpleScentsDIY,87-44-5,BETA-CARYOPHYLLENE,Woods (Pepper),Heart-Base,C15,Hydrocarbon / Other,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),204.36,4.73,CC1=CCCC(=C)C2CC(C2CC1)(C)C
5IR07532,Beta Damascone 10% in DPG from PerfumersWorld,23696-85-7,beta-Damascenone,Woods (Agarwood),Base,C13 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),190.29,3.43,CC=CC(=O)C1=C(C=CCC1(C)C)C
9IR00141,Beta Damascone from PerfumersWorld,23696-85-7,beta-Damascenone,Woods (Agarwood),Base,C13 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),190.29,3.43,CC=CC(=O)C1=C(C=CCC1(C)C)C
4BC11314,Beta Homocyclocitral from PerfumersWorld,472-66-2,"2,6,6-Trimethyl-1-cyclohexene-1-acetaldehyde",Camphoraceous,No description available,C11 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),166.26,3.1,CC1=C(C(CCC1)(C)C)CC=O
3IF00238,Beta Ionone from PerfumersWorld,79-77-6,BETA-IONONE,Floral,No description available,C13 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),192.3,3.66,CC1=C(C(CCC1)(C)C)C=CC(=O)C
3KC00386,Beta Pinene from PerfumersWorld,127-91-3,BETA-PINENE,Green (Herbal),No description available,C10,Hydrocarbon / Other,Aliphatic,No,Top Note,Standard (Alcohol Compatible),136.24,3.0,CC1(C2CCC(=C)C1C2)C
5BW12462,Borneol 50% in DPG from PerfumersWorld,507-70-0,Borneol,Balsamic (Sweet),No description available,C10 O1,Secondary Alcohol,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),154.25,2.19,CC1(C2CCC1(C(C2)O)C)C
1BW00064,Borneol from PerfumersWorld,507-70-0,Borneol,Balsamic (Sweet),No description available,C10 O1,Secondary Alcohol,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),154.25,2.19,CC1(C2CCC1(C(C2)O)C)C
5MA12469,Bourgeonal 10% in DPG from PerfumersWorld,18127-01-0,Bourgeonal,Floral (Mimosa),Heart,C13 O1,Aldehyde,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),190.29,3.12,CC(C)(C)C1=CC=C(C=C1)CCC=O
4MA00067,Bourgeonal from PerfumersWorld,18127-01-0,Bourgeonal,Floral (Mimosa),Heart,C13 O1,Aldehyde,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),190.29,3.12,CC(C)(C)C1=CC=C(C=C1)CCC=O
8F3094005318,Bourgeonal from SimpleScentsDIY,18127-01-0,Bourgeonal,Floral (Mimosa),Heart,C13 O1,Aldehyde,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),190.29,3.12,CC(C)(C)C1=CC=C(C=C1)CCC=O
5FB07818,Buccoxime 10% in DPG from PerfumersWorld,75147-23-8,"1,5-Dimethylbicyclo[3.2.1]octan-8-one oxime",Facet (Minty),Modifier,C10 O1 N1,Oxime,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),167.25,2.81,CC12CCCC(C1=NO)(CC2)C
1FB00071,Buccoxime from PerfumersWorld,75147-23-8,"1,5-Dimethylbicyclo[3.2.1]octan-8-one oxime",Facet (Minty),Modifier,C10 O1 N1,Oxime,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),167.25,2.81,CC12CCCC(C1=NO)(CC2)C
3FD05860,Butyl Butyrate from PerfumersWorld,109-21-7,Butyl butyrate,Fruity,No description available,C8 O2,Ester,Aliphatic,No,Top Note,Standard (Alcohol Compatible),144.21,2.13,CCCCOC(=O)CCC
4FD05871,Butyl Isovalerate from PerfumersWorld,109-19-3,BUTYL ISOVALERATE,Fruity,No description available,C9 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),158.24,2.38,CCCCOC(=O)CC(C)C
3OH00073,Butyl Salicylate from PerfumersWorld,2054-14-4,Butyl salicylate,Spicy,No description available,C11 O3,Salicylate,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),194.23,2.35,CCCCOC(=O)C1=CC=CC=C1O
8F3094001560,CIS Jasmone from SimpleScentsDIY,488-10-8,cis-Jasmone,Floral,No description available,C11 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),164.25,3.02,CCC=CCC1=C(C)C(=O)CC1
8F3094001559,Calone (Powder) from SimpleScentsDIY,28940-11-6,Watermelon ketone,Facet (Marine),Top-Heart,C10 O3,"Ether, Ketone",Aromatic (Benzene),Yes,Heart Note,Standard (Alcohol Compatible),178.19,1.34,CC1=CC2=C(C=C1)OCC(=O)CO2
5YG11098,Calone 1% in DPG from PerfumersWorld,28940-11-6,Watermelon ketone,Facet (Marine),Top-Heart,C10 O3,"Ether, Ketone",Aromatic (Benzene),Yes,Heart Note,Standard (Alcohol Compatible),178.19,1.34,CC1=CC2=C(C=C1)OCC(=O)CO2
5YG07546,Calone 10% in DPG from PerfumersWorld,28940-11-6,Watermelon ketone,Facet (Marine),Top-Heart,C10 O3,"Ether, Ketone",Aromatic (Benzene),Yes,Heart Note,Standard (Alcohol Compatible),178.19,1.34,CC1=CC2=C(C=C1)OCC(=O)CO2
1YG00077,Calone from PerfumersWorld,28940-11-6,Watermelon ketone,Facet (Marine),Top-Heart,C10 O3,"Ether, Ketone",Aromatic (Benzene),Yes,Heart Note,Standard (Alcohol Compatible),178.19,1.34,CC1=CC2=C(C=C1)OCC(=O)CO2
3BH00078,Camphene from PerfumersWorld,5794-03-6,(+)-Camphene,Woods,No description available,C10,Hydrocarbon / Other,Aliphatic,No,Top Note,Standard (Alcohol Compatible),136.24,3.0,CC1(C2CCC(C2)C1=C)C
5BH09580,Camphor Powder 50% in DPG from PerfumersWorld,464-49-3,D-CAMPHOR,Green (Herbal),No description available,C10 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),152.24,2.4,CC1(C2CCC1(C(=O)C2)C)C
1BH00080,Camphor Powder from PerfumersWorld,464-49-3,D-CAMPHOR,Green (Herbal),No description available,C10 O1,Ketone,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),152.24,2.4,CC1(C2CCC1(C(=O)C2)C)C
8F3094004157,Canthoxal from SimpleScentsDIY,5462-06-6,3-(4-methoxyphenyl)-2-methylpropanal,Anise,No description available,C11 O2,"Aldehyde, Ether",Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),178.23,2.07,CC(CC1=CC=C(C=C1)OC)C=O
5VE14325,Caramel Furanone 0.003% from PerfumersWorld,28664-35-9,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one",Gourmet (Sugar),No description available,C6 O3,Lactone,Aliphatic,Yes,Top Note,Hydrophilic (Water Compatible),128.13,0.76,CC1C(=C(C(=O)O1)O)C
5VE14324,Caramel Furanone 0.03% from PerfumersWorld,28664-35-9,"3-Hydroxy-4,5-dimethylfuran-2(5H)-one",Gourmet (Sugar),No description available,C6 O3,Lactone,Aliphatic,Yes,Top Note,Hydrophilic (Water Compatible),128.13,0.76,CC1C(=C(C(=O)O1)O)C
3WI03465,Caryophyllene Acetate from PerfumersWorld,32214-91-8,ACETYL CARYOPHYLLENE,Unclassified,No description available,C17 O2,Ester,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),262.39,4.27,CC1=CCC2C(CC2(C)C)C(=C)CCC1OC(=O)C
5XB07615,Cashmeran 10% in DPG from PerfumersWorld,33704-61-9,Cashmeran,Musk (Woody),Base,C14 O1,Ketone,Aliphatic,No,Base Note,Standard (Alcohol Compatible),206.33,3.74,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C
8F3094001698,Cashmeran 10% in DPG from SimpleScentsDIY,33704-61-9,Cashmeran,Musk (Woody),Base,C14 O1,Ketone,Aliphatic,No,Base Note,Standard (Alcohol Compatible),206.33,3.74,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C
4XB00090,Cashmeran from PerfumersWorld,33704-61-9,Cashmeran,Musk (Woody),Base,C14 O1,Ketone,Aliphatic,No,Base Note,Standard (Alcohol Compatible),206.33,3.74,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C
3WW00097,Cedramber from PerfumersWorld,19870-74-7,"Cedrane, 8-methoxy-",Woods,No description available,C16 O1,Ether,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.26,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC
8F3094001551,Cedramber from SimpleScentsDIY,19870-74-7,"Cedrane, 8-methoxy-",Woods,No description available,C16 O1,Ether,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),236.4,4.26,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC
1WW00096,Cedrenyl Acetate from PerfumersWorld,1405-92-1,Cedrenyl acetate,Woods,No description available,C17 O2,Ester,Aliphatic,No,Base Note,Standard (Alcohol Compatible),262.39,3.96,CC1CCC2C13CC=C(C(C3)C2(C)C)COC(=O)C
5WW09974,Cedrol 10% in DPG from PerfumersWorld,77-53-2,Cedrol,Woods,No description available,C15 O1,Tertiary Alcohol,Aliphatic,No,Base Note,Standard (Alcohol Compatible),222.37,3.61,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
1WW01281,Cedrol from PerfumersWorld,77-53-2,Cedrol,Woods,No description available,C15 O1,Tertiary Alcohol,Aliphatic,No,Base Note,Standard (Alcohol Compatible),222.37,3.61,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
3WI00098,Cedroxyde from PerfumersWorld,71735-79-0,"13-Oxabicyclo(10.1.0)trideca-4,8-diene, trimethyl-",Woods,No description available,C15 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),220.36,4.25,CC1(CC=CCCC=CCCC2C1(O2)C)C
8F3094005312,Cedroxyde from SimpleScentsDIY,71735-79-0,"13-Oxabicyclo(10.1.0)trideca-4,8-diene, trimethyl-",Woods,No description available,C15 O1,Ether,Aliphatic,Yes,Base Note,Lipophilic (Oil/Wax Compatible),220.36,4.25,CC1(CC=CCCC=CCCC2C1(O2)C)C
2WW00099,Cedryl Acetate from PerfumersWorld,77-54-3,Cedryl acetate,Woods,No description available,C17 O2,Ester,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),264.41,4.18,CC1CCC2C13CCC(C(C3)C2(C)C)(C)OC(=O)C
5XY10869,Celestolide 10% in DPG from PerfumersWorld,13171-00-1,CELESTOLIDE,Musk,No description available,C17 O1,Ketone,Aromatic (Benzene),No,Base Note,Lipophilic (Oil/Wax Compatible),244.38,4.41,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C
1XY00101,Celestolide from PerfumersWorld,13171-00-1,CELESTOLIDE,Musk,No description available,C17 O1,Ketone,Aromatic (Benzene),No,Base Note,Lipophilic (Oil/Wax Compatible),244.38,4.41,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C
5YE12329,Champignol 10% in DPG from PerfumersWorld,3687-48-7,(3R)-oct-1-en-3-ol,Earthy,No description available,C8 O1,Secondary Alcohol,Aliphatic,No,Top Note,Standard (Alcohol Compatible),128.21,2.11,CCCCCC(C=C)O
4YE09171,Champignol from PerfumersWorld,3687-48-7,(3R)-oct-1-en-3-ol,Earthy,No description available,C8 O1,Secondary Alcohol,Aliphatic,No,Top Note,Standard (Alcohol Compatible),128.21,2.11,CCCCCC(C=C)O
8F3094001833,Cinnamic Aldehyde from SimpleScentsDIY,104-55-2,cinnamaldehyde,Woods (Agarwood),Base,C9 O1,Aldehyde,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),132.16,1.9,C1=CC=C(C=C1)C=CC=O
3SQ00109,Cinnamyl Acetate from PerfumersWorld,103-54-8,Cinnamyl acetate,Spicy,No description available,C11 O2,Ester,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),176.22,2.26,CC(=O)OCC=CC1=CC=CC=C1
8F3094001834,Cinnamyl Acetate from SimpleScentsDIY,103-54-8,Cinnamyl acetate,Spicy,No description available,C11 O2,Ester,Aromatic (Benzene),No,Heart Note,Standard (Alcohol Compatible),176.22,2.26,CC(=O)OCC=CC1=CC=CC=C1
5SV07857,Cinnamyl Alcohol 50% in DPG from PerfumersWorld,104-54-1,cinnamyl alcohol,Woods (Agarwood),Base,C9 O1,Primary Alcohol,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),134.18,1.69,C1=CC=C(C=C1)C=CCO
8F3094001819,Cinnamyl Alcohol 50% in DPG from SimpleScentsDIY,104-54-1,cinnamyl alcohol,Woods (Agarwood),Base,C9 O1,Primary Alcohol,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),134.18,1.69,C1=CC=C(C=C1)C=CCO
2SV00105,Cinnamyl Alcohol from PerfumersWorld,104-54-1,cinnamyl alcohol,Woods (Agarwood),Heart-Base,C9 O1,Primary Alcohol,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),134.18,1.69,C1=CC=C(C=C1)C=CCO
4SV00106,Cinnamyl Aldehyde from PerfumersWorld,104-55-2,cinnamaldehyde,Woods (Agarwood),Base,C9 O1,Aldehyde,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),132.16,1.9,C1=CC=C(C=C1)C=CC=O
4SW23710,Cinnamyl Nitrile from PerfumersWorld,4360-47-8,Cinnamonitrile,Spicy,No description available,C9 N1,Nitrile,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),129.16,2.22,C1=CC=C(C=C1)C=CC#N
5SV10991,Cinnamyl aldehyde 10% in DPG from PerfumersWorld,104-55-2,cinnamaldehyde,Woods (Agarwood),Base,C9 O1,Aldehyde,Aromatic (Benzene),No,Top Note,Standard (Alcohol Compatible),132.16,1.9,C1=CC=C(C=C1)C=CC=O
8F3094005324,Cis-3-Hexenol from SimpleScentsDIY,928-96-1,cis-3-Hexen-1-ol,Green (Cut Grass),Top,C6 O1,Primary Alcohol,Aliphatic,No,Top Note,Standard (Alcohol Compatible),100.16,1.33,CCC=CCCO
8F3094001830,Cis-3-hexenyl Isobutyrate from SimpleScentsDIY,41519-23-7,cis-3-Hexenyl isobutyrate,Fruity,No description available,C10 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),170.25,2.54,CCC=CCCOC(=O)C(C)C
5CC07796,Citral 10% in DPG from PerfumersWorld,5392-40-5,Citral,Aldehydic (Complex),Base,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),152.24,2.88,CC(=CCCC(=CC=O)C)C
8F3094001284,Citral Nat from SimpleScentsDIY,5392-40-5,Citral,Aldehydic (Complex),Base,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),152.24,2.88,CC(=CCCC(=CC=O)C)C
4CC00111,Citral from PerfumersWorld,5392-40-5,Citral,Aldehydic (Complex),Top,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),152.24,2.88,CC(=CCCC(=CC=O)C)C
5CC07820,Citralva 10% in DPG from PerfumersWorld,5146-66-7,citronitrile,Citrus,No description available,C10 N1,Nitrile,Aliphatic,No,Top Note,Standard (Alcohol Compatible),149.24,3.2,CC(=CCCC(=CC#N)C)C
3CC00112,Citrathal from PerfumersWorld,7492-66-2,"1,1-Diethoxy-3,7-dimethylocta-2,6-diene",Citrus,No description available,C14 O2,Acetal,Aliphatic,No,Base Note,Lipophilic (Oil/Wax Compatible),226.36,4.08,CCOC(C=C(C)CCC=C(C)C)OCC
1ZX03525,Citric Acid from PerfumersWorld,77-92-9,citric acid,Chemical / Other,No description available,C6 O7,"Carboxylic Acid, Tertiary Alcohol",Aliphatic,No,Heart Note,Hydrophilic (Water Compatible),192.12,-1.25,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
5CR07548,CitronellAL 10% in DPG from PerfumersWorld,106-23-0,CITRONELLAL,Floral (Hay),Heart,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),154.25,2.96,CC(CCC=C(C)C)CC=O
4CR00115,CitronellAL from PerfumersWorld,106-23-0,CITRONELLAL,Floral (Hay),Heart,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),154.25,2.96,CC(CCC=C(C)C)CC=O
3RM00116,CitronellOL from PerfumersWorld,106-22-9,Citronellol,Floral (Mimosa),Heart,C10 O1,Primary Alcohol,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.27,2.75,CC(CCC=C(C)C)CCO
8F3094004197,Citronellal from SimpleScentsDIY,106-23-0,CITRONELLAL,Floral (Hay),Heart,C10 O1,Aldehyde,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),154.25,2.96,CC(CCC=C(C)C)CC=O
8F3094001297,Citronello 70 from SimpleScentsDIY,106-22-9,Citronellol,Floral (Mimosa),Heart,C10 O1,Primary Alcohol,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),156.27,2.75,CC(CCC=C(C)C)CCO
3RL00118,Citronellyl Acetate from PerfumersWorld,150-84-5,Citronellyl acetate,Floral,No description available,C12 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),198.31,3.32,CC(CCC=C(C)C)CCOC(=O)C
4RC03548,Citronellyl Formate from PerfumersWorld,105-85-1,Citronellyl formate,Floral,No description available,C11 O2,Ester,Aliphatic,No,Heart Note,Standard (Alcohol Compatible),184.28,2.93,CC(CCC=C(C)C)CCOC=O
4CR06787,Citronellyl Nitrile from PerfumersWorld,51566-62-2,Citronellyl nitrile,Citrus (Sharp),Top,C10 N1,Nitrile,Aliphatic,No,Top Note,Standard (Alcohol Compatible),151.25,3.28,CC(CCC=C(C)C)CC#N
3WB13402,Clearwood from PerfumersWorld,84238-39-1,Clearwood,Woods (Patchouli),Base,C15 O1,Tertiary Alcohol,Aliphatic,No,Base Note,Standard (Alcohol Compatible),222.37,3.61,CC12CCC(C1)(C3(CCC(C23)C(C)C)C)O
3KK00124,Coniferan from PerfumersWorld,67874-72-0,Coniferan,Balsamic (Sweet),No description available,C13 O2,Ester,Aliphatic,No,Base Note,Standard (Alcohol Compatible),212.33,3.54,CCC(C)(C)C1CCCCC1OC(=O)C
